0.35099,1.3869,2.3662,-14.033,-5.2813
2.1812,1.5766,8.3486,-24.752,15.507
0.24155,8.4248,6.2002,-2.5166,-20.492
-0.10961,5.4013,10.575,-3.4386,-5.0423
0.15445,-0.45643,-6.2291,-13.082,-4.8845
0.42734,2.888,8.1876,10.343,-11.962
0.44132,-2.3564,-1.8358,-4.8229,-22.744
1.1784,-1.0945,11.675,7.667,6.9898
0.80314,-4.5551,1.7645,21.589,14.968
1.5864,1.017,-11.825,-21.463,9.7584
0.14811,-4.6191,-12.087,8.108,7.8796
1.8003,11.516,-15.284,24.054,-26.042
-0.5094,4.2781,-12.167,6.326,-37.366
1.8759,-4.7736,-0.24261,9.2559,1.6054
0.75721,-0.99892,-8.0503,-2.713,40.286
1.1668,-1.0718,-23.6,10.638,-49.956
-0.96542,-6.211,16.232,10.801,-4.13
-0.27007,4.9537,-1.5505,-5.2722,-3.4755
2.1752,-0.44301,11.099,12.373,0.74209
3.0292,5.5306,-1.7625,-29.317,-30.11
0.72484,2.6361,-0.51678,22.733,-16.61
1.6037,4.2765,0.26823,-13.589,-26.357
2.7813,2.2786,0.66054,-1.3942,29.227
2.7737,10.66,19.823,-5.4182,28.961
-0.86512,0.54387,-2.6957,-8.2413,-4.6317
-0.051107,1.4721,27.618,33.062,2.7965
0.58262,4.9988,-14.187,-7.1543,-33.481
2.4022,-0.43064,3.6123,2.4223,1.7478
-0.36775,0.7799,-12.224,0.68483,-8.937
0.70747,1.9658,5.0416,-10.809,43.294
2.2708,-9.9407,-14.263,-17.435,19.878
1.066,1.7741,1.5441,-30.162,14.097
1.4513,0.41842,-9.3285,1.4207,-10.859
0.67779,6.8183,18.945,-12.214,0.50626
1.7884,-0.58676,9.288,-10.488,79.45
1.9287,7.9156,15.604,-30.056,39.818
0.50921,2.0076,-3.3879,16.801,2.5614
2.7972,-1.4742,-9.7602,-25.61,12.156
1.5907,4.9053,-11.775,34.013,6.4028
0.36421,1.524,5.214,-32.313,-3.1253
1.6033,-0.45743,12.969,5.3706,-5.5295
0.46475,0.62675,21.742,-37.028,4.2099
0.84492,2.9592,8.6629,7.0715,22.071
1.6121,6.6057,5.6965,-14.861,20.108
-0.044343,-0.096893,29.812,2.5075,6.5065
0.65437,3.7033,-1.9741,11.301,27.015
-0.1714,1.7623,-7.0672,-11.527,-32.119
0.31441,3.6815,-7.9455,3.3779,16.888
1.9262,1.8334,-15.845,-13.732,-40.934
-0.48168,2.3115,14.481,20.058,-6.8602
0.44194,-2.2928,-13.692,16.695,-13.924
0.97155,2.3276,-6.6664,-10.575,11.439
-0.47629,2.3757,10.697,38.35,-56.613
1.2589,2.519,-2.9609,-39.82,-18.376
-1.0187,5.3558,30.952,15.44,-39.518
1.1997,4.9794,1.9342,4.6342,11.691
1.4259,1.8344,-5.9577,-4.62,6.9015
-0.27004,-0.59675,7.0964,9.4394,-3.4767
0.51478,3.024,-5.2714,14.998,-4.1613
1.5943,0.48895,0.32184,50.09,31.472
0.72354,-0.019683,1.2342,-8.9021,0.021393
-0.85758,0.68783,19.05,13.12,2.9706
1.0407,-0.2586,-9.1667,17.458,-16.103
1.283,-0.23367,6.8881,1.8454,3.7052
1.0636,2.6051,13.772,4.3737,-3.829
1.4334,0.48232,-6.4305,19.44,-3.5458
1.4229,6.3107,1.478,-4.6367,-9.0095
2.2995,3.6831,-6.7027,9.249,-4.2411
-0.049793,-1.7669,16.913,16.395,-1.5939
-0.78641,0.80313,2.6458,7.1945,34.27
1.816,-0.30692,4.8792,-2.6031,-12.55
0.67179,2.213,-1.0594,4.9908,25.478
-0.21457,9.226,4.546,-29.656,7.8886
2.1118,7.8288,-3.7329,12.379,37.228
0.4925,3.043,-21.023,26.006,-6.6751
1.8987,0.24924,2.3972,-12.206,-17.168
1.3772,-1.3577,-6.5067,-8.0901,32.972
2.4524,5.5731,1.7062,-10.579,-68.105
1.4469,1.5215,12.814,-15.144,-13.204
1.6458,3.3459,-0.21612,12.688,70.083
0.37632,1.4136,-11.69,2.3634,2.5159
0.40476,2.0582,-0.46433,-5.8475,-50.585
2.6113,1.2192,19.989,-8.5418,1.766
0.651,1.885,14.163,-10.93,9.1574
1.1642,1.364,9.2269,11.286,19.286
-0.63658,0.39954,14.609,-2.0904,34.872
1.5814,-1.2452,-3.0875,-1.0122,-4.3831
0.87109,-6.1967,-9.2546,-0.18172,14.412
1.4329,-0.88291,-5.3495,18.954,15.36
0.75489,-2.6104,-1.9799,-3.0471,0.61456
-0.08543,3.1914,-12.687,-5.3202,2.4989
2.6808,-1.9408,2.4875,7.3025,-21.941
1.1764,6.9035,-3.3908,-9.8566,-12.107
-1.0714,3.0233,6.2827,-1.6519,-25.261
1.2111,3.7707,-7.1303,-7.1464,8.652
0.41715,1.5395,4.3391,8.8265,-0.43975
1.0182,-3.2751,-10.341,20.618,-3.4454
2.4948,0.32963,3.006,-1.4349,38.047
0.5752,-0.85154,-2.7176,14.424,4.2878
2.6862,-4.0543,-8.15,-0.062643,-0.30079
1.3655,2.6816,-1.9342,15.113,-12.752
-0.097061,-0.29728,3.5515,-8.832,-42.349
2.9302,6.3644,0.89588,-0.81099,-8.6855
1.6229,5.8547,1.3264,13.036,-58.129
1.6573,-1.0111,-8.8847,9.0361,-13.281
-0.46338,-3.4655,4.3811,29.344,1.2517
1.8539,-2.6883,2.5305,1.411,32.393
1.5805,0.99583,11.257,0.91699,-19.519
0.081399,1.614,15.917,17.55,8.6365
1.7949,-2.6159,4.0442,-24.641,0.99927
1.5175,-2.7533,-15.371,6.1589,-55.094
1.4946,2.7356,-6.2204,37.992,-45.584
1.6639,0.38739,-4.1698,1.4146,-3.8902
0.28983,2.6098,-1.1083,-7.1595,31.643
-0.30684,-1.6102,-1.7468,23.247,-14.089
0.25841,-6.8308,15.755,-22.321,17.955
-0.46766,1.2708,-16.075,11.661,-17.158
0.60833,0.81072,12.867,4.5957,-25.818
1.8417,-1.7877,5.7912,34.58,-31.562
1.0828,2.8302,6.4144,8.6711,-4.7405
1.3147,1.3172,5.2047,11.405,-15.416
1.7898,2.9184,2.8736,-26.618,10.538
0.19878,-8.4416,0.48161,26.659,-35.22
0.67435,2.776,-26.587,-7.7389,-23.453
1.2847,-0.29996,-4.5124,-7.165,-29.609
2.3096,1.3888,0.85454,34.579,-25.926
1.1604,5.4592,7.9921,17.349,16.59
-1.1182,-3.6283,0.18994,-2.2644,-10.447
1.7071,-0.90285,-0.3391,-17.383,-13.044
-0.043414,3.0903,-6.99,17.917,4.4052
2.0682,4.5486,-5.9848,-0.13125,26.538
0.68277,1.0662,6.663,-25.586,49.402
2.4797,4.6102,-10.843,28.607,40.034
1.6991,5.6191,9.0886,16.698,34.976
1.1591,4.4901,-6.4262,0.70547,-45.619
0.054519,-0.87665,-4.1795,21.803,-41.927
0.20699,3.3861,1.2279,-3.5122,-0.54679
-1.0492,4.3444,6.0631,4.8796,-16.632
-1.3588,2.218,-0.54887,-3.3768,28.686
-0.65927,5.6213,-4.8334,1.2947,-0.1192
0.041876,-5.2861,-0.3783,-23.599,3.9634
1.2257,7.5459,1.1541,41.661,22.955
1.2177,3.2193,8.4503,-5.8158,-0.99867
0.17676,-1.3417,7.2903,-19.882,15.754
-0.012768,-1.0418,-8.0557,-8.7223,-12.869
2.2153,2.9708,-19.198,-29.111,-14.392
1.1563,-1.6033,1.9207,7.226,-16.226
0.59974,4.7075,9.1163,1.4442,3.9135
0.55822,0.24753,-26.052,1.2345,-20.39
1.4481,2.2833,6.9331,24.627,20.923
-0.66459,6.6812,7.8431,5.0512,-60.605
1.2149,-3.7598,-0.52925,11.456,-10.865
1.5496,-2.7138,7.3775,-1.6413,15.076
2.3923,6.2382,6.6588,9.5811,-12.822
0.38077,1.4614,-5.8721,-7.948,-6.3732
0.9874,12.313,11.689,-5.9057,4.1238
1.7736,2.0964,11.476,-28.933,3.7269
2.6292,1.4628,4.9412,-6.5709,-26.996
-0.40998,-3.2815,7.8792,-18.122,12.824
-0.74728,-1.8388,2.5488,-3.7153,45.466
0.52775,-5.0526,-4.7238,12.391,21
0.93991,-3.5478,3.3727,-4.0749,-15.451
1.4389,6.0888,6.0219,22.529,3.6963
1.2012,-3.5762,-1.9116,7.9052,-11.933
0.4167,-1.1047,3.1504,-3.6436,3.9961
1.7648,7.3127,-5.0169,13.877,49.273
1.1408,3.3145,5.8796,6.592,-12.317
0.62706,3.3143,-5.6144,-9.7991,24.063
1.1055,-4.6912,6.5475,19.557,-24.919
2.2706,0.23843,-1.0592,0.38588,7.9913
1.4991,1.7441,8.389,-6.9636,-12.078
0.60298,6.936,-0.39704,-1.6474,14.657
-0.78997,-1.7179,-10.775,5.0844,18.633
0.73311,-1.1202,7.9982,-7.2245,12.711
1.1784,-2.438,-9.621,17.796,-1.5006
0.56581,6.2254,3.59,-3.7522,-25.697
1.4645,0.65468,5.0436,4.3207,-63.718
-0.12145,-7.6015,-3.8246,0.7393,-10.22
0.64092,1.1009,-7.2887,15.166,-35.006
1.5323,-3.5425,-5.1785,28.204,24.369
-0.64351,3.8598,-8.8358,-26.072,10.399
1.4669,-1.4674,-3.4009,3.9936,-5.2818
1.1121,-2.8218,-7.2689,21.791,13.422
2.4965,1.5422,-17.285,-1.8375,3.3168
0.4135,3.5519,6.751,21.271,-48.108
-0.71893,-0.46791,11.223,-9.2872,-9.0277
1.741,5.2456,-6.0705,10.424,-26.348
2.0877,1.2255,-8.1098,8.8676,-15.958
1.7567,1.3417,-8.0754,-4.0847,-48.251
2.6297,8.3441,14.69,-16.286,8.6802
-0.37499,3.7015,6.9694,-2.7871,2.173
-0.052011,-5.1833,1.6409,17.6,6.3967
1.4775,2.4145,-4.2598,-7.0908,-4.9323
2.2222,0.63024,10.132,19.388,42.65
3.3707,3.5536,-1.0425,-25.533,-4.5742
1.1146,-2.4518,6.7965,-9.5368,-33.272
1.2791,-2.5458,2.8079,-17.796,22.403
1.7521,-3.8927,0.73869,7.4957,19.048
0.73974,0.25743,-7.9308,9.9786,18.822
0.97401,-5.882,18.852,13.219,17.111
