0.98854,-0.021388
1.0191,0.035075
1.0123,-0.0097191
1.0168,0.022385
0.99808,0.062212
0.97145,0.089107
0.99789,0.082236
0.98183,0.10928
0.9745,0.078462
1.0064,0.081972
0.97878,0.10191
0.97849,0.14517
1.0051,0.18366
0.9952,0.15609
0.94352,0.17715
0.93981,0.17407
0.94787,0.18148
0.93028,0.24767
0.9593,0.20713
0.99031,0.29053
0.97314,0.23199
0.95122,0.26877
0.91176,0.26129
0.89881,0.32162
0.95481,0.30898
0.89817,0.3629
0.92787,0.29863
0.94935,0.34606
0.89911,0.37915
0.8651,0.40903
0.86435,0.38636
0.88258,0.36727
0.92196,0.43729
0.8599,0.44209
0.84472,0.43334
0.81081,0.43936
0.88922,0.50406
0.84525,0.42376
0.84421,0.45256
0.80981,0.48447
0.83087,0.48455
0.82589,0.48532
0.82213,0.49477
0.81053,0.55397
0.7765,0.52413
0.81043,0.54794
0.7816,0.57512
0.77899,0.58636
0.75844,0.56084
0.75774,0.5538
0.77099,0.59582
0.75291,0.60572
0.7344,0.65137
0.73104,0.61233
0.70016,0.62692
0.7286,0.62956
0.68845,0.6323
0.75308,0.64034
0.68872,0.66543
0.67865,0.65438
0.64722,0.70315
0.6504,0.70862
0.64701,0.66821
0.6835,0.75233
0.60919,0.71579
0.59975,0.74635
0.62872,0.74587
0.62172,0.72929
0.57589,0.76807
0.55482,0.79274
0.56077,0.78263
0.56669,0.76107
0.58901,0.77506
0.58939,0.84774
0.53073,0.82105
0.49841,0.80295
0.51103,0.7731
0.52166,0.8378
0.45417,0.80232
0.45299,0.85183
0.4933,0.83627
0.42763,0.78771
0.45308,0.86409
0.38457,0.86556
0.42899,0.86684
0.38131,0.81821
0.42817,0.83423
0.36558,0.89324
0.36287,0.88652
0.40793,0.86454
0.32921,0.87046
0.30155,0.88497
0.32721,0.89355
0.31457,0.87925
0.2635,0.85291
0.27648,0.88368
0.28825,0.94198
0.27705,0.87951
0.25527,0.8868
0.24381,0.86458
0.2364,0.90663
0.22868,0.89355
0.19787,0.91833
0.21052,0.92002
0.14162,0.91527
0.15254,0.93311
0.13002,0.92041
0.12982,0.92627
0.12028,0.90478
0.12429,0.95135
0.095528,0.92444
0.089082,0.94578
0.082822,0.92111
0.054263,0.92578
0.013765,0.86886
0.020994,0.92492
0.0054738,0.90502
-0.0053504,0.8847
-0.0010279,0.9194
-0.0077133,0.93377
-0.027935,0.91107
-0.055665,0.89218
-0.040133,0.94301
-0.095097,0.96629
-0.1505,0.94208
-0.090319,0.9023
-0.084595,0.93824
-0.16101,0.88015
-0.16093,0.90206
-0.14634,0.94203
