0.35099,1.0967,1.1518,0.060437,0.74875
2.1812,1.1441,1.8165,-0.60948,1.5803
0.24155,2.8562,1.5778,0.78021,0.14031
-0.10961,2.1003,2.0639,0.72259,0.75831
0.15445,0.63589,0.19676,0.11985,0.76462
0.42734,1.472,1.7986,1.5839,0.48153
0.44132,0.16089,0.68491,0.63607,0.050237
1.1784,0.47637,2.1861,1.4167,1.2396
0.80314,-0.38877,1.0849,2.2868,1.5587
1.5864,1.0042,-0.42498,-0.40391,1.3503
0.14811,-0.40478,-0.45411,1.4442,1.2752
1.8003,3.629,-0.80932,2.4409,-0.081674
-0.5094,1.8195,-0.46295,1.3329,-0.53465
1.8759,-0.44341,0.86193,1.516,1.0242
0.75721,0.50027,-0.0055919,0.76794,2.5714
1.1668,0.48204,-1.7333,1.6023,-1.0382
-0.96542,-0.80275,2.6924,1.6125,0.7948
-0.27007,1.9884,0.71661,0.60799,0.82098
2.1752,0.63925,2.1221,1.7108,0.98968
3.0292,2.1327,0.69305,-0.89482,-0.24439
0.72484,1.409,0.83147,2.3583,0.29561
1.6037,1.8191,0.91869,0.088202,-0.094266
2.7813,1.3197,0.96228,0.85036,2.1291
2.7737,3.415,3.0914,0.59886,2.1184
-0.86512,0.88597,0.58937,0.42242,0.77473
-0.051107,1.118,3.9576,3.0039,1.0719
0.58262,1.9997,-0.68739,0.49036,-0.37922
2.4022,0.64234,1.2903,1.0889,1.0299
-0.36775,0.94497,-0.46935,0.9803,0.60252
0.70747,1.2415,1.4491,0.26193,2.6918
2.2708,-1.7352,-0.69589,-0.15216,1.7551
1.066,1.1935,1.0605,-0.9476,1.5239
1.4513,0.8546,-0.14761,1.0263,0.52563
0.67779,2.4546,2.9939,0.17411,0.98025
1.7884,0.60331,1.9209,0.28201,4.138
1.9287,2.7289,2.6227,-0.94098,2.5527
0.50921,1.2519,0.51245,1.9875,1.0625
2.7972,0.38145,-0.19558,-0.66312,1.4463
1.5907,1.9763,-0.41947,3.0633,1.2161
0.36421,1.131,1.4682,-1.082,0.83499
1.6033,0.63564,2.3299,1.2732,0.73882
0.46475,0.90669,3.3047,-1.3767,1.1284
0.84492,1.4898,1.8514,1.3795,1.8428
1.6121,2.4014,1.5218,0.0086797,1.7643
-0.044343,0.72578,4.2013,1.0942,1.2203
0.65437,1.6758,0.66955,1.6438,2.0406
-0.1714,1.1906,0.10364,0.21704,-0.32476
0.31441,1.6704,0.0060501,1.1486,1.6355
1.9262,1.2084,-0.87167,0.079221,-0.67737
-0.48168,1.3279,2.4979,2.1911,0.68559
0.44194,0.1768,-0.63245,1.9809,0.40304
0.97155,1.3319,0.14818,0.27657,1.4176
-0.47629,1.3439,2.0774,3.3344,-1.3045
1.2589,1.3797,0.5599,-1.5512,0.22495
-1.0187,2.0889,4.328,1.9025,-0.6207
1.1997,1.9949,1.1038,1.2271,1.4276
1.4259,1.2086,0.22692,0.64875,1.2361
-0.27004,0.60081,1.6774,1.5275,0.82093
0.51478,1.506,0.30318,1.8748,0.79355
1.5943,0.87224,0.92465,4.0681,2.2189
0.72354,0.74508,1.026,0.38112,0.96086
-0.85758,0.92196,3.0055,1.7575,1.0788
1.0407,0.68535,-0.12963,2.0286,0.31589
1.283,0.69158,1.6542,1.0528,1.1082
1.0636,1.4013,2.4192,1.2109,0.80684
1.4334,0.87058,0.17439,2.1525,0.81817
1.4229,2.3277,1.0531,0.64771,0.59962
2.2995,1.6708,0.14415,1.5156,0.79036
