0.35099,1.0967
2.1812,1.1441
0.24155,2.8562
-0.10961,2.1003
0.15445,0.63589
0.42734,1.472
0.44132,0.16089
1.1784,0.47637
0.80314,-0.38877
1.5864,1.0042
0.14811,-0.40478
1.8003,3.629
-0.5094,1.8195
1.8759,-0.44341
0.75721,0.50027
1.1668,0.48204
-0.96542,-0.80275
-0.27007,1.9884
2.1752,0.63925
3.0292,2.1327
0.72484,1.409
1.6037,1.8191
2.7813,1.3197
2.7737,3.415
-0.86512,0.88597
-0.051107,1.118
0.58262,1.9997
2.4022,0.64234
-0.36775,0.94497
0.70747,1.2415
2.2708,-1.7352
1.066,1.1935
1.4513,0.8546
0.67779,2.4546
1.7884,0.60331
1.9287,2.7289
0.50921,1.2519
2.7972,0.38145
1.5907,1.9763
0.36421,1.131
1.6033,0.63564
0.46475,0.90669
0.84492,1.4898
1.6121,2.4014
-0.044343,0.72578
0.65437,1.6758
-0.1714,1.1906
0.31441,1.6704
1.9262,1.2084
-0.48168,1.3279
0.44194,0.1768
0.97155,1.3319
-0.47629,1.3439
1.2589,1.3797
-1.0187,2.0889
1.1997,1.9949
1.4259,1.2086
-0.27004,0.60081
0.51478,1.506
1.5943,0.87224
0.72354,0.74508
-0.85758,0.92196
1.0407,0.68535
1.283,0.69158
1.0636,1.4013
1.4334,0.87058
1.4229,2.3277
2.2995,1.6708
-0.049793,0.30829
-0.78641,0.95078
1.816,0.67327
0.67179,1.3032
-0.21457,3.0565
2.1118,2.7072
0.4925,1.5107
1.8987,0.81231
1.3772,0.41057
2.4524,2.1433
1.4469,1.1304
1.6458,1.5865
0.37632,1.1034
0.40476,1.2645
2.6113,1.0548
0.651,1.2213
1.1642,1.091
-0.63658,0.84988
1.5814,0.4387
0.87109,-0.79919
1.4329,0.52927
0.75489,0.097412
-0.08543,1.5478
2.6808,0.26479
1.1764,2.4759
-1.0714,1.5058
1.2111,1.6927
0.41715,1.1349
1.0182,-0.06878
2.4948,0.83241
0.5752,0.53712
2.6862,-0.26356
1.3655,1.4204
-0.097061,0.67568
2.9302,2.3411
1.6229,2.2137
1.6573,0.49722
-0.46338,-0.11636
1.8539,0.077928
1.5805,0.99896
0.081399,1.1535
1.7949,0.09603
1.5175,0.061668
1.4946,1.4339
1.6639,0.84685
0.28983,1.4024
-0.30684,0.34745
0.25841,-0.95769
-0.46766,1.0677
0.60833,0.95268
1.8417,0.30308
1.0828,1.4575
1.3147,1.0793
1.7898,1.4796
0.19878,-1.3604
0.67435,1.444
1.2847,0.67501
2.3096,1.0972
1.1604,2.1148
-1.1182,-0.15706
1.7071,0.52429
-0.043414,1.5226
2.0682,1.8871
0.68277,1.0165
2.4797,1.9025
1.6991,2.1548
1.1591,1.8725
0.054519,0.53084
0.20699,1.5965
-1.0492,1.8361
-1.3588,1.3045
-0.65927,2.1553
0.041876,-0.57151
1.2257,2.6365
1.2177,1.5548
0.17676,0.41457
-0.012768,0.48956
2.2153,1.4927
1.1563,0.34917
0.59974,1.9269
0.55822,0.81188
1.4481,1.3208
-0.66459,2.4203
1.2149,-0.18996
1.5496,0.071556
2.3923,2.3096
0.38077,1.1153
0.9874,3.8281
1.7736,1.2741
2.6292,1.1157
-0.40998,-0.070368
-0.74728,0.2903
0.52775,-0.51314
0.93991,-0.13696
1.4389,2.2722
1.2012,-0.14406
0.4167,0.47384
1.7648,2.5782
1.1408,1.5786
0.62706,1.5786
1.1055,-0.42281
2.2706,0.80961
1.4991,1.186
0.60298,2.484
-0.78997,0.32053
0.73311,0.46994
1.1784,0.14051
0.56581,2.3064
1.4645,0.91367
-0.12145,-1.1504
0.64092,1.0252
1.5323,-0.13562
-0.64351,1.715
1.4669,0.38316
1.1121,0.044543
2.4965,1.1356
0.4135,1.638
-0.71893,0.63302
1.741,2.0614
2.0877,1.0564
1.7567,1.0854
2.6297,2.836
-0.37499,1.6754
-0.052011,-0.54584
1.4775,1.3536
2.2222,0.90756
3.3707,1.6384
1.1146,0.13704
1.2791,0.11355
1.7521,-0.22317
0.73974,0.81436
0.97401,-0.72051
