0.35099,1.3869
2.1812,1.5766
0.24155,8.4248
-0.10961,5.4013
0.15445,-0.45643
0.42734,2.888
0.44132,-2.3564
1.1784,-1.0945
0.80314,-4.5551
1.5864,1.017
0.14811,-4.6191
1.8003,11.516
-0.5094,4.2781
1.8759,-4.7736
0.75721,-0.99892
1.1668,-1.0718
-0.96542,-6.211
-0.27007,4.9537
2.1752,-0.44301
3.0292,5.5306
0.72484,2.6361
1.6037,4.2765
2.7813,2.2786
2.7737,10.66
-0.86512,0.54387
-0.051107,1.4721
0.58262,4.9988
2.4022,-0.43064
-0.36775,0.7799
0.70747,1.9658
2.2708,-9.9407
1.066,1.7741
1.4513,0.41842
0.67779,6.8183
1.7884,-0.58676
1.9287,7.9156
0.50921,2.0076
2.7972,-1.4742
1.5907,4.9053
0.36421,1.524
1.6033,-0.45743
0.46475,0.62675
0.84492,2.9592
1.6121,6.6057
-0.044343,-0.096893
0.65437,3.7033
-0.1714,1.7623
0.31441,3.6815
1.9262,1.8334
-0.48168,2.3115
0.44194,-2.2928
0.97155,2.3276
-0.47629,2.3757
1.2589,2.519
-1.0187,5.3558
1.1997,4.9794
1.4259,1.8344
-0.27004,-0.59675
0.51478,3.024
1.5943,0.48895
0.72354,-0.019683
-0.85758,0.68783
1.0407,-0.2586
1.283,-0.23367
1.0636,2.6051
1.4334,0.48232
1.4229,6.3107
2.2995,3.6831
-0.049793,-1.7669
-0.78641,0.80313
1.816,-0.30692
0.67179,2.213
-0.21457,9.226
2.1118,7.8288
0.4925,3.043
1.8987,0.24924
1.3772,-1.3577
2.4524,5.5731
1.4469,1.5215
1.6458,3.3459
0.37632,1.4136
0.40476,2.0582
2.6113,1.2192
0.651,1.885
1.1642,1.364
-0.63658,0.39954
1.5814,-1.2452
0.87109,-6.1967
1.4329,-0.88291
0.75489,-2.6104
-0.08543,3.1914
2.6808,-1.9408
1.1764,6.9035
-1.0714,3.0233
1.2111,3.7707
0.41715,1.5395
1.0182,-3.2751
2.4948,0.32963
0.5752,-0.85154
2.6862,-4.0543
1.3655,2.6816
-0.097061,-0.29728
2.9302,6.3644
1.6229,5.8547
1.6573,-1.0111
-0.46338,-3.4655
1.8539,-2.6883
1.5805,0.99583
0.081399,1.614
1.7949,-2.6159
1.5175,-2.7533
1.4946,2.7356
1.6639,0.38739
0.28983,2.6098
-0.30684,-1.6102
0.25841,-6.8308
-0.46766,1.2708
0.60833,0.81072
1.8417,-1.7877
1.0828,2.8302
1.3147,1.3172
1.7898,2.9184
0.19878,-8.4416
0.67435,2.776
1.2847,-0.29996
2.3096,1.3888
1.1604,5.4592
-1.1182,-3.6283
1.7071,-0.90285
-0.043414,3.0903
2.0682,4.5486
0.68277,1.0662
2.4797,4.6102
1.6991,5.6191
1.1591,4.4901
0.054519,-0.87665
0.20699,3.3861
-1.0492,4.3444
-1.3588,2.218
-0.65927,5.6213
0.041876,-5.2861
1.2257,7.5459
1.2177,3.2193
0.17676,-1.3417
-0.012768,-1.0418
2.2153,2.9708
1.1563,-1.6033
0.59974,4.7075
0.55822,0.24753
1.4481,2.2833
-0.66459,6.6812
1.2149,-3.7598
1.5496,-2.7138
2.3923,6.2382
0.38077,1.4614
0.9874,12.313
1.7736,2.0964
2.6292,1.4628
-0.40998,-3.2815
-0.74728,-1.8388
0.52775,-5.0526
0.93991,-3.5478
1.4389,6.0888
1.2012,-3.5762
0.4167,-1.1047
1.7648,7.3127
1.1408,3.3145
0.62706,3.3143
1.1055,-4.6912
2.2706,0.23843
1.4991,1.7441
0.60298,6.936
-0.78997,-1.7179
0.73311,-1.1202
1.1784,-2.438
0.56581,6.2254
1.4645,0.65468
-0.12145,-7.6015
0.64092,1.1009
1.5323,-3.5425
-0.64351,3.8598
1.4669,-1.4674
1.1121,-2.8218
2.4965,1.5422
0.4135,3.5519
-0.71893,-0.46791
1.741,5.2456
2.0877,1.2255
1.7567,1.3417
2.6297,8.3441
-0.37499,3.7015
-0.052011,-5.1833
1.4775,2.4145
2.2222,0.63024
3.3707,3.5536
1.1146,-2.4518
1.2791,-2.5458
1.7521,-3.8927
0.73974,0.25743
0.97401,-5.882
