0.35099,1.0967,1.1518
2.1812,1.1441,1.8165
0.24155,2.8562,1.5778
-0.10961,2.1003,2.0639
0.15445,0.63589,0.19676
0.42734,1.472,1.7986
0.44132,0.16089,0.68491
1.1784,0.47637,2.1861
0.80314,-0.38877,1.0849
1.5864,1.0042,-0.42498
0.14811,-0.40478,-0.45411
1.8003,3.629,-0.80932
-0.5094,1.8195,-0.46295
1.8759,-0.44341,0.86193
0.75721,0.50027,-0.0055919
1.1668,0.48204,-1.7333
-0.96542,-0.80275,2.6924
-0.27007,1.9884,0.71661
2.1752,0.63925,2.1221
3.0292,2.1327,0.69305
0.72484,1.409,0.83147
1.6037,1.8191,0.91869
2.7813,1.3197,0.96228
2.7737,3.415,3.0914
-0.86512,0.88597,0.58937
-0.051107,1.118,3.9576
0.58262,1.9997,-0.68739
2.4022,0.64234,1.2903
-0.36775,0.94497,-0.46935
0.70747,1.2415,1.4491
2.2708,-1.7352,-0.69589
1.066,1.1935,1.0605
1.4513,0.8546,-0.14761
0.67779,2.4546,2.9939
1.7884,0.60331,1.9209
1.9287,2.7289,2.6227
0.50921,1.2519,0.51245
2.7972,0.38145,-0.19558
1.5907,1.9763,-0.41947
0.36421,1.131,1.4682
1.6033,0.63564,2.3299
0.46475,0.90669,3.3047
0.84492,1.4898,1.8514
1.6121,2.4014,1.5218
-0.044343,0.72578,4.2013
0.65437,1.6758,0.66955
-0.1714,1.1906,0.10364
0.31441,1.6704,0.0060501
1.9262,1.2084,-0.87167
-0.48168,1.3279,2.4979
0.44194,0.1768,-0.63245
0.97155,1.3319,0.14818
-0.47629,1.3439,2.0774
1.2589,1.3797,0.5599
-1.0187,2.0889,4.328
1.1997,1.9949,1.1038
1.4259,1.2086,0.22692
-0.27004,0.60081,1.6774
0.51478,1.506,0.30318
1.5943,0.87224,0.92465
0.72354,0.74508,1.026
-0.85758,0.92196,3.0055
1.0407,0.68535,-0.12963
1.283,0.69158,1.6542
1.0636,1.4013,2.4192
1.4334,0.87058,0.17439
1.4229,2.3277,1.0531
2.2995,1.6708,0.14415
-0.049793,0.30829,2.7681
-0.78641,0.95078,1.1829
1.816,0.67327,1.431
0.67179,1.3032,0.77118
-0.21457,3.0565,1.394
2.1118,2.7072,0.47413
0.4925,1.5107,-1.447
1.8987,0.81231,1.1552
1.3772,0.41057,0.16592
2.4524,2.1433,1.0785
1.4469,1.1304,2.3127
1.6458,1.5865,0.86488
0.37632,1.1034,-0.41
0.40476,1.2645,0.8373
2.6113,1.0548,3.1098
0.651,1.2213,2.4626
1.1642,1.091,1.9141
-0.63658,0.84988,2.5121
1.5814,0.4387,0.54584
0.87109,-0.79919,-0.1394
1.4329,0.52927,0.2945
0.75489,0.097412,0.6689
-0.08543,1.5478,-0.52079
2.6808,0.26479,1.1653
1.1764,2.4759,0.51213
-1.0714,1.5058,1.587
1.2111,1.6927,0.096631
0.41715,1.1349,1.371
1.0182,-0.06878,-0.26014
2.4948,0.83241,1.2229
0.5752,0.53712,0.58694
2.6862,-0.26356,-0.016668
1.3655,1.4204,0.67398
-0.097061,0.67568,1.2835
2.9302,2.3411,0.98843
1.6229,2.2137,1.0363
1.6573,0.49722,-0.098303
-0.46338,-0.11636,1.3757
1.8539,0.077928,1.1701
1.5805,0.99896,2.1397
0.081399,1.1535,2.6575
1.7949,0.09603,1.3382
1.5175,0.061668,-0.81897
1.4946,1.4339,0.19773
1.6639,0.84685,0.42558
0.28983,1.4024,0.76574
-0.30684,0.34745,0.6948
0.25841,-0.95769,2.6394
-0.46766,1.0677,-0.89724
0.60833,0.95268,2.3185
1.8417,0.30308,1.5324
1.0828,1.4575,1.6016
1.3147,1.0793,1.4672
1.7898,1.4796,1.2082
0.19878,-1.3604,0.9424
0.67435,1.444,-2.0652
1.2847,0.67501,0.38751
2.3096,1.0972,0.98384
1.1604,2.1148,1.7769
-1.1182,-0.15706,0.90999
1.7071,0.52429,0.85121
-0.043414,1.5226,0.11223
2.0682,1.8871,0.22391
0.68277,1.0165,1.6292
2.4797,1.9025,-0.31584
1.6991,2.1548,1.8987
1.1591,1.8725,0.17487
0.054519,0.53084,0.4245
0.20699,1.5965,1.0253
-1.0492,1.8361,1.5626
-1.3588,1.3045,0.8279
-0.65927,2.1553,0.35185
0.041876,-0.57151,0.84686
1.2257,2.6365,1.0171
1.2177,1.5548,1.8278
0.17676,0.41457,1.6989
-0.012768,0.48956,-0.0061885
2.2153,1.4927,-1.2442
1.1563,0.34917,1.1023
0.59974,1.9269,1.9018
0.55822,0.81188,-2.0058
1.4481,1.3208,1.6592
-0.66459,2.4203,1.7603
1.2149,-0.18996,0.83008
1.5496,0.071556,1.7086
2.3923,2.3096,1.6288
0.38077,1.1153,0.23643
0.9874,3.8281,2.1877
1.7736,1.2741,2.164
2.6292,1.1157,1.4379
-0.40998,-0.070368,1.7644
-0.74728,0.2903,1.1721
0.52775,-0.51314,0.36402
0.93991,-0.13696,1.2636
1.4389,2.2722,1.558
1.2012,-0.14406,0.67649
0.4167,0.47384,1.2389
1.7648,2.5782,0.33146
1.1408,1.5786,1.5422
0.62706,1.5786,0.26506
1.1055,-0.42281,1.6164
2.2706,0.80961,0.7712
1.4991,1.186,1.821
0.60298,2.484,0.84477
-0.78997,0.32053,-0.30831
0.73311,0.46994,1.7776
1.1784,0.14051,-0.18012
0.56581,2.3064,1.2878
1.4645,0.91367,1.4493
-0.12145,-1.1504,0.46393
0.64092,1.0252,0.079034
1.5323,-0.13562,0.3135
-0.64351,1.715,-0.09287
1.4669,0.38316,0.51101
1.1121,0.044543,0.081235
2.4965,1.1356,-1.0317
0.4135,1.638,1.639
-0.71893,0.63302,2.1359
1.741,2.0614,0.21439
2.0877,1.0564,-0.012202
1.7567,1.0854,-0.0083766
2.6297,2.836,2.5212
-0.37499,1.6754,1.6633
-0.052011,-0.54584,1.0712
1.4775,1.3536,0.41557
2.2222,0.90756,2.0146
3.3707,1.6384,0.77306
1.1146,0.13704,1.6441
1.2791,0.11355,1.2009
1.7521,-0.22317,0.97097
0.73974,0.81436,0.0076861
0.97401,-0.72051,2.9836
