0.35099,1.3869,2.3662
2.1812,1.5766,8.3486
0.24155,8.4248,6.2002
-0.10961,5.4013,10.575
0.15445,-0.45643,-6.2291
0.42734,2.888,8.1876
0.44132,-2.3564,-1.8358
1.1784,-1.0945,11.675
0.80314,-4.5551,1.7645
1.5864,1.017,-11.825
0.14811,-4.6191,-12.087
1.8003,11.516,-15.284
-0.5094,4.2781,-12.167
1.8759,-4.7736,-0.24261
0.75721,-0.99892,-8.0503
1.1668,-1.0718,-23.6
-0.96542,-6.211,16.232
-0.27007,4.9537,-1.5505
2.1752,-0.44301,11.099
3.0292,5.5306,-1.7625
0.72484,2.6361,-0.51678
1.6037,4.2765,0.26823
2.7813,2.2786,0.66054
2.7737,10.66,19.823
-0.86512,0.54387,-2.6957
-0.051107,1.4721,27.618
0.58262,4.9988,-14.187
2.4022,-0.43064,3.6123
-0.36775,0.7799,-12.224
0.70747,1.9658,5.0416
2.2708,-9.9407,-14.263
1.066,1.7741,1.5441
1.4513,0.41842,-9.3285
0.67779,6.8183,18.945
1.7884,-0.58676,9.288
1.9287,7.9156,15.604
0.50921,2.0076,-3.3879
2.7972,-1.4742,-9.7602
1.5907,4.9053,-11.775
0.36421,1.524,5.214
1.6033,-0.45743,12.969
0.46475,0.62675,21.742
0.84492,2.9592,8.6629
1.6121,6.6057,5.6965
-0.044343,-0.096893,29.812
0.65437,3.7033,-1.9741
-0.1714,1.7623,-7.0672
0.31441,3.6815,-7.9455
1.9262,1.8334,-15.845
-0.48168,2.3115,14.481
0.44194,-2.2928,-13.692
0.97155,2.3276,-6.6664
-0.47629,2.3757,10.697
1.2589,2.519,-2.9609
-1.0187,5.3558,30.952
1.1997,4.9794,1.9342
1.4259,1.8344,-5.9577
-0.27004,-0.59675,7.0964
0.51478,3.024,-5.2714
1.5943,0.48895,0.32184
0.72354,-0.019683,1.2342
-0.85758,0.68783,19.05
1.0407,-0.2586,-9.1667
1.283,-0.23367,6.8881
1.0636,2.6051,13.772
1.4334,0.48232,-6.4305
1.4229,6.3107,1.478
2.2995,3.6831,-6.7027
-0.049793,-1.7669,16.913
-0.78641,0.80313,2.6458
1.816,-0.30692,4.8792
0.67179,2.213,-1.0594
-0.21457,9.226,4.546
2.1118,7.8288,-3.7329
0.4925,3.043,-21.023
1.8987,0.24924,2.3972
1.3772,-1.3577,-6.5067
2.4524,5.5731,1.7062
1.4469,1.5215,12.814
1.6458,3.3459,-0.21612
0.37632,1.4136,-11.69
0.40476,2.0582,-0.46433
2.6113,1.2192,19.989
0.651,1.885,14.163
1.1642,1.364,9.2269
-0.63658,0.39954,14.609
1.5814,-1.2452,-3.0875
0.87109,-6.1967,-9.2546
1.4329,-0.88291,-5.3495
0.75489,-2.6104,-1.9799
-0.08543,3.1914,-12.687
2.6808,-1.9408,2.4875
1.1764,6.9035,-3.3908
-1.0714,3.0233,6.2827
1.2111,3.7707,-7.1303
0.41715,1.5395,4.3391
1.0182,-3.2751,-10.341
2.4948,0.32963,3.006
0.5752,-0.85154,-2.7176
2.6862,-4.0543,-8.15
1.3655,2.6816,-1.9342
-0.097061,-0.29728,3.5515
2.9302,6.3644,0.89588
1.6229,5.8547,1.3264
1.6573,-1.0111,-8.8847
-0.46338,-3.4655,4.3811
1.8539,-2.6883,2.5305
1.5805,0.99583,11.257
0.081399,1.614,15.917
1.7949,-2.6159,4.0442
1.5175,-2.7533,-15.371
1.4946,2.7356,-6.2204
1.6639,0.38739,-4.1698
0.28983,2.6098,-1.1083
-0.30684,-1.6102,-1.7468
0.25841,-6.8308,15.755
-0.46766,1.2708,-16.075
0.60833,0.81072,12.867
1.8417,-1.7877,5.7912
1.0828,2.8302,6.4144
1.3147,1.3172,5.2047
1.7898,2.9184,2.8736
0.19878,-8.4416,0.48161
0.67435,2.776,-26.587
1.2847,-0.29996,-4.5124
2.3096,1.3888,0.85454
1.1604,5.4592,7.9921
-1.1182,-3.6283,0.18994
1.7071,-0.90285,-0.3391
-0.043414,3.0903,-6.99
2.0682,4.5486,-5.9848
0.68277,1.0662,6.663
2.4797,4.6102,-10.843
1.6991,5.6191,9.0886
1.1591,4.4901,-6.4262
0.054519,-0.87665,-4.1795
0.20699,3.3861,1.2279
-1.0492,4.3444,6.0631
-1.3588,2.218,-0.54887
-0.65927,5.6213,-4.8334
